ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label
8367,Running a marathon,"Police watching over the town, while large group of men is bright colors walk across the town.",a man from the micah tribe,"Police watching over the town, while large group of men is bright colors walk across the town. a man from the micah tribe","['shoot a police shooting machine that walk past the camera.', 'practices on running with his dog.', 'is in the was standing behind the men when a man pushes before another starts boxing.', 'enter the town, when people went on ships to an area on the coast of typhoon.']",activitynet~v_FMVECEaQ0Jo,val,zeroshot,1
8435,Layup drill in basketball,A man is talking in front of a screen.,several scenes of games,A man is talking in front of a screen. several scenes of games,"['are shown that include aiming, curling, and game of lacrosse.', 'are shown that include squashing a ball with a racket at each ball.', ""playing are shown as well as the rod's dip."", 'are shown being played.']",activitynet~v_HW5QhCSKTsw,val,zeroshot,3
8471,Skateboarding,People are skateboarding down a street. A person is riding a blue bicycle.,people,People are skateboarding down a street. A person is riding a blue bicycle. people,"['are sitting at a table eating, watching tv and waiting for someone to come.', 'are skateboarding around a city dressed like robots.', 'are skateboarding down a slide.', 'are doing tricks on a skateboard.']",activitynet~v_ILIpCfCWyT0,val,indomain,3
8486,High jump,A man prepares for a high jump.,the man,A man prepares for a high jump. the man,"['does a flip in the air.', 'does a 360 revolution in the air then lands on the mat.', 'then completes the high jump successfully.', 'does a facing flip and lands in the sand.']",activitynet~v_IqXaLlFSWwc,val,zeroshot,2
8515,Washing face,Two girls are playing dress up in a bathroom. The girls clean their faces while laughing.,one girl,Two girls are playing dress up in a bathroom. The girls clean their faces while laughing. one girl,"['runs after a fly as it tries to evade her.', 'holds a pink tube that she lights up to smoke.', 'dries her face on a towel hanging on the wall.', 'open white boxes and eats a candy.']",activitynet~v_JMlNfZlOyX8,val,zeroshot,2
8516,Washing face,The girls clean their faces while laughing. One girl dries her face on a towel hanging on the wall.,the second girl,The girls clean their faces while laughing. One girl dries her face on a towel hanging on the wall. the second girl,"['reaches for her chin and makes a face.', 'puts makeup on her face.', 'plays with her hair, then walks on the floor.', 'dries her face on the towel.']",activitynet~v_JMlNfZlOyX8,val,zeroshot,3
8519,Futsal,A black screen is pictured and white words begin to bounce down on the screen.,after,A black screen is pictured and white words begin to bounce down on the screen. after,"[', the perber machine wakes up and the black is seen and white is shown across the screen.', ', a group of young men are pictured playing indoor soccer.', 'they are done bouncing, the man in blue returns and bowls it back, which continues to bounce on the table one at a time.', ', a group with short hair and an under armour appear and begin getting ready mentally for the exercise.']",activitynet~v_JQcN61A1MEU,val,indomain,1
8520,Futsal,"A black screen is pictured and white words begin to bounce down on the screen. After, a group of young men are pictured playing indoor soccer.",the black team's forwards,"A black screen is pictured and white words begin to bounce down on the screen. After, a group of young men are pictured playing indoor soccer. the black team's forwards","['move out of the net, resulting in their loss in a pit of mud.', 'are shown in a buzzing tour.', 'are lined up and the right side of the screen is flashing a green light and a red light comes on.', 'takes the ball and begins dribbling it to make a goal and he succeeds and it is replayed in slow motion.']",activitynet~v_JQcN61A1MEU,val,indomain,3
8525,Arm wrestling,A group of guys are sitting on a sectional sofa. One guy stands up and kneels by the coffee table.,a second guy,A group of guys are sitting on a sectional sofa. One guy stands up and kneels by the coffee table. a second guy,"['takes the weight off his shoulders.', 'begins playing a saxophone.', 'kneels across from the first guy at the coffee table.', 'is holding a gate open.']",activitynet~v_JXMD8Obk0yg,val,indomain,2
8527,Doing kickboxing,A small group of young boys are seen holding up fighting gloves and hitting an older man wearing gloves.,the boys,A small group of young boys are seen holding up fighting gloves and hitting an older man wearing gloves. the boys,"[""continue to push and kick the man's hands while other boys practice in the background."", 'then begin spar with one another chopping and punching.', 'shake and counter throw one another while someone is standing close by watching them hit.', 'then kick him and hit him over the head.']",activitynet~v_J_CJSmMFWlg,val,indomain,0
8541,Futsal,A large group of people are seen cheering on the sides followed by team members standing together for pictures. Several shots are shown afterwards of people playing soccer against one another.,people,A large group of people are seen cheering on the sides followed by team members standing together for pictures. Several shots are shown afterwards of people playing soccer against one another. people,"['continue playing against one another and end by cheering.', 'sit and speak to the camera before showing more youtube videos.', 'continue jumping along with others in the background.', 'celebrate and are seen diving off of a diving board into a pool.']",activitynet~v_JyfelXz6GaA,val,indomain,0
8551,Doing a powerbomb,A man and a woman are in a ring wrestling while a referee is standing in the corner of the ring along with a woman holding a wrestling belt.,man and woman,A man and a woman are in a ring wrestling while a referee is standing in the corner of the ring along with a woman holding a wrestling belt. man and woman,"['are doing wrestling movements in a ring in a dark room and a referee is waching and screaming at them.', 'are wrestling in punches and kicking in a ring of mats in front of judges.', 'are holding a wrestling pole as the referee is standing on the other side of the ring.', ""are standing on opposite ends of the ring holding each other's belts in their hands while lifting each other up in the air upside down.""]",activitynet~v_K98WGaMR4eM,val,indomain,0
8553,Doing a powerbomb,A man and a woman wearing suits with capes are doing wrestling movemetns on a ring.,a man anda woman,A man and a woman wearing suits with capes are doing wrestling movemetns on a ring. a man anda woman,"['stand up sitting on the floor.', 'in a dress is sitting on the ring siting on feet kickboxing with each other.', 'are ina a ring in a wrestling competition fighting while people is in stands screaming.', 'are standing next to them watching.']",activitynet~v_K98WGaMR4eM,val,indomain,2
8555,Doing a powerbomb,A man anda woman are ina a ring in a wrestling competition fighting while people is in stands screaming. Two women are in a blue ring wrestling in a small white room.,a man and a woman,A man anda woman are ina a ring in a wrestling competition fighting while people is in stands screaming. Two women are in a blue ring wrestling in a small white room. a man and a woman,"['are in a high court wrestling each other and wrestling and giving a sign sign of bernadette talsil holding her partner.', 'are wrestling in a ring in a competition.', 'in blue stand in a middle and lift one of the women over their heads to the floor.', 'in a happiness blue shirt are the only judge wearing a white shirt.']",activitynet~v_K98WGaMR4eM,val,indomain,1
